epoch,loss
0,0.006431645940756426
1,0.0010592762933811172
2,0.0008662015480998283
3,0.000785771010365958
4,0.0007375478395260871
5,0.0007044533694473405
6,0.0006796670000767336
7,0.000659870538705339
8,0.0006435619705977539
9,0.000629726984576943
10,0.0006177881373635803
11,0.0006072985668045779
12,0.0005979472606365259
13,0.0005896044080145657
14,0.0005820744690330078
15,0.0005751914257416501
16,0.0005689178477041423
17,0.0005631250067381188
18,0.0005577668261442643
19,0.0005528130486103085
20,0.0005481777203385718
21,0.0005438590373766298
22,0.0005398297653300688
23,0.0005360474785751042
24,0.0005324657972475204
25,0.0005291179380340812
26,0.0005259576806565747
27,0.0005229548638453707
28,0.0005200954309354226
29,0.000517390410338218
30,0.000514787494224341
31,0.0005123162258920881
32,0.0005099647076955686
33,0.0005077109570265747
34,0.0005055344401625917
35,0.000503465718550918
36,0.000501460175049336
37,0.0004995596696971916
38,0.0004977219844780242
39,0.0004959430623178681
40,0.0004942297605642428
41,0.0004925913555780426
42,0.0004909952161445593
43,0.0004894608694788379
44,0.0004879975366444948
45,0.0004865604656515643
46,0.00048517810161380717
47,0.0004838442754892943
48,0.00048254419040555754
49,0.00048128785614001874
50,0.0004800709711465364
51,0.0004789079714100808
52,0.0004777537610304231
53,0.00047664756081455074
54,0.0004755705847249677
55,0.00047451772697968406
56,0.0004735272372878777
57,0.00047252275350426014
58,0.0004715631575284836
59,0.00047062858939170835
60,0.00046971267632519204
61,0.0004688204028449642
62,0.00046794344088993964
63,0.00046710069921876614
64,0.0004662687046220526
65,0.0004654656465087707
66,0.0004646786149047936
67,0.00046389644558075815
68,0.0004631379624091399
69,0.000462405123107601
70,0.0004616667894879356
71,0.0004609520503436215
72,0.00046025153181593245
73,0.00045958370707618694
74,0.0004589146231107103
75,0.00045825298972583067
76,0.00045762539569598935
77,0.0004569957246227811
78,0.00045637488801730797
79,0.0004557745123747736
80,0.0004551911459808859
81,0.0004546085338612708
82,0.00045404998527374116
83,0.0004534940089797601
84,0.00045296003081602977
85,0.0004524243510483454
86,0.00045188714284449816
87,0.0004513741271997181
88,0.0004508786306056815
89,0.00045039392619704207
90,0.00044990111976706736
91,0.00044942896493012087
92,0.0004489627914153971
93,0.0004485038846420745
94,0.000448060253499231
95,0.0004476288454801155
96,0.00044718710608625164
97,0.00044676636656125387
98,0.0004463432769019467
99,0.0004459344568507125
100,0.000445532362209633
101,0.00044513522589113564
102,0.0004447541209325815
103,0.0004443675303870502
104,0.00044397881283657624
105,0.00044361526621893667
106,0.0004432545489786814
107,0.0004428828823923444
108,0.0004425297205064756
109,0.0004421933796644832
110,0.0004418427444761619
111,0.00044151744223199787
112,0.0004411828515003435
113,0.0004408604004614366
114,0.00044053476788879684
115,0.000440224942091542
116,0.0004399168950233919
117,0.0004396047797248078
118,0.0004393029817341206
119,0.0004390048653779862
120,0.000438714631794331
121,0.000438424159559266
122,0.0004381356872424173
123,0.0004378604256392767
124,0.0004375805117888376
125,0.00043730473407777026
126,0.0004370376278529875
127,0.00043676890685067824
128,0.0004365148226497695
129,0.00043625537800835447
130,0.00043601041446284704
131,0.00043575136175301546
132,0.0004355047227970014
133,0.0004352650580888925
134,0.00043501583228741463
135,0.0004347772235632874
136,0.0004345421819986465
137,0.00043430929266226787
138,0.000434081548883114
139,0.0004338534607086331
140,0.0004336262883346838
141,0.0004334048576614199
142,0.00043318391835782676
143,0.000432973514640859
144,0.00043276743138752257
145,0.00043255974548325564
146,0.0004323451493595106
147,0.0004321358894230798
148,0.00043194217432755976
149,0.00043174174206797036
150,0.0004315407379181124
151,0.0004313404715503566
152,0.0004311602373491041
153,0.0004309639174607582
154,0.0004307699025957845
155,0.0004305858523972953
156,0.00043040788295911625
157,0.00043021977471653373
158,0.00043004162337941426
159,0.0004298701426402355
160,0.00042967825720552355
161,0.00042951793099443115
162,0.00042935198871418834
163,0.0004291697191850593
164,0.00042900514284459254
165,0.0004288510792927506
166,0.0004286701829793553
167,0.0004285072320878195
168,0.00042834807779096686
169,0.00042817662664068243
170,0.00042803413186144704
171,0.0004278767984942533
172,0.0004277165212746089
173,0.00042755520165277026
174,0.00042740201509635273
175,0.00042725980456452816
176,0.0004271086121055608
177,0.0004269667231710628
178,0.00042681593768065793
179,0.0004266748655936681
180,0.00042653189351161324
181,0.00042638862651074306
182,0.00042624847458985944
183,0.00042611146200215443
184,0.0004259726255744075
185,0.00042583481214630105
186,0.0004257074052778383
187,0.00042557394093212985
188,0.0004254391858315406
189,0.0004253040965219649
190,0.0004251706452729801
191,0.0004250453605588215
192,0.00042491070101580896
193,0.00042479953990550714
194,0.0004246764399188881
195,0.0004245520249241963
196,0.00042440882777251924
197,0.0004242964108319332
198,0.00042418502756239225
199,0.0004240615608675095
200,0.0004239481204422191
201,0.0004238211341241064
202,0.0004237055729997034
203,0.00042358778349201504
204,0.0004234837474844729
205,0.0004233736913496008
206,0.00042325283284299075
207,0.00042314172848515835
208,0.0004230324911380497
209,0.0004229309236203941
210,0.00042283408353493236
211,0.00042270914224597315
212,0.0004226145421853289
213,0.0004225027296342887
214,0.00042240415010989335
215,0.0004222860656833897
216,0.0004221944279076221
217,0.00042208669086297356
218,0.0004220035092051451
219,0.00042190029441068567
220,0.0004217952824546956
221,0.00042170255813592423
222,0.0004215991148763957
223,0.00042151411519929146
224,0.00042140900380521393
225,0.00042131876689381896
226,0.000421229460334871
227,0.00042113540063534554
228,0.0004210353421512991
229,0.0004209514634567313
230,0.00042085082435126727
231,0.0004207661908973629
232,0.000420678695566797
233,0.0004205962376242193
234,0.00042049401090480385
235,0.0004204108636865082
236,0.00042032694085113084
237,0.0004202329427547132
238,0.0004201595545358335
239,0.00042007085139630365
240,0.0004199931034236215
241,0.0004199040224193595
242,0.00041982060162505755
243,0.0004197346973038899
244,0.0004196502050035633
245,0.0004195677383298365
246,0.00041949393732162814
247,0.00041941095114452767
248,0.00041933423975327365
249,0.0004192602117351877
250,0.0004191730802025025
251,0.0004190999645895014
252,0.0004190141058643349
253,0.00041893690261834613
254,0.0004188693700901543
255,0.00041878734336933123
256,0.0004187166807241738
257,0.0004186476769973524
258,0.00041857736602347965
259,0.0004184951821419721
260,0.000418427525437437
261,0.0004183494563524922
262,0.0004182826979861905
263,0.0004182093878625892
264,0.0004181444329636482
265,0.0004180650527511413
266,0.0004179973164961363
267,0.000417932630807627
268,0.0004178584039133663
269,0.000417799771821592
270,0.0004177279353219395
271,0.0004176620025342951
272,0.0004175859556805032
273,0.00041752919593515496
274,0.0004174539130569125
275,0.0004173865270180007
276,0.0004173199437597456
277,0.0004172522943311681
278,0.0004172001970194591
279,0.00041711904680899654
280,0.00041706661286298183
281,0.0004169996871496551
282,0.00041694582032505425
283,0.00041687942430144174
284,0.00041681008491044244
285,0.00041674787256245813
286,0.0004166941672641163
287,0.000416626700219543
288,0.0004165706593388071
289,0.00041650972658923514
290,0.0004164384425772975
291,0.0004163920505864856
292,0.00041633022289412717
293,0.00041627159856337433
294,0.0004162093338284952
295,0.0004161432822002098
296,0.00041610368546874575
297,0.00041603043743331604
298,0.00041597570137431227
299,0.0004159274190897122
300,0.00041586274116222434
